,Product_name,Product_price,Ratings
0,"[['uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls', 'Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag', 'Stylbase Waterproof Laptop Bag/Office Bag/School Bag/business bag/Unisex Travel Bag 35 L Laptop Backpack With Rain cover.', 'Dybbuk Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office', 'Cosmus Sliden 38L Laptop Backpack With 2 Compartments', 'Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy)']]","[['₹1,700', '₹2,300', '₹1,358', '₹2,669', '₹749', '₹1,999', '₹699', '₹1,599', '₹1,563', '₹2,899', '₹699', '₹1,799']]","[['89', '1,298', '19', '12', '100', '13,840']]"
